===== e31960 | contract=(간편)[소액암진단형]보험료납입보조특약(무배당, 갱신형) | jo=j07562 | jo_title=None =====
약관에서 정한 "뇌혈관질환"으로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제 2020-175호, 2021. 1. 1 시행) 중 다음에 적은 대상질병을 말합니다.
| 대상 질병 명 | 분류 코드 |
| --- | --- |
| 거미막하출혈 | I60 |
| 뇌내출혈 | I61 |
| 기타 비외상성 두개내출혈 | I62 |
| 뇌경색증 | I63 |
| 출혈 또는 경색증으로 명시되지 않은 뇌졸중 | I64 |
| 뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착 | I65 |
| 뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착 | I66 |
| 기타 뇌혈관질환 | I67 |
| 달리 분류된 질환에서의 뇌혈관장애 | I68 |
| 뇌혈관질환의 후유증 | I69 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "뇌혈관질환" 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 질병의 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
거미막하출혈
뇌동맥류의 파열이나 뇌동정맥 기형 등의 원인으로 거미막하 공간에서 출혈이 발생하는 증상
[별첨2] 표 11-1. 뇌혈관질환 분류표
표11-2
뇌출혈 분류표
약관에서 정한 "뇌출혈"로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제 2020-175호, 2021. 1. 1 시행) 중 다음에 적은 대상질병을 말합니다.
| 대상 질병명 | 분류코드 |
| --- | --- |
| 거미막하출혈 | I60 |
| 뇌내출혈 | I61 |
| 기타 비외상성 두개내출혈 | I62 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "뇌출혈" 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 질병의 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
거미막하출혈
뇌동맥류의 파열이나 뇌동정맥 기형 등의 원인으로 거미막하 공간에서 출혈이 발생하는 증상
[별첨2] 표 11-2. 뇌출혈 분류표
표11-4
뇌경색증 분류표
약관에서 정한 "뇌경색증"으로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제 2020-175호, 2021. 1. 1 시행) 중 다음에 적은 대상질병을 말합니다.
| 대상 질병명 | 분류코드 |
| --- | --- |
| 뇌경색증 | 163 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "뇌경색증" 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 질병의 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
The following is a markdown table of contents:
- [Table 1] The relationship between the number of students and the number of students in the class.
- [Table 2] The relationship between the number of students and the number of students in the class.
[별첨2] 표 11-4. 뇌경색증 분류표
표12-1
허혈심장질환 분류표
약관에서 정한 "허혈심장질환"으로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제2020-175호, 2021. 1. 1 시행) 중 다음에 적은 대상질병을 말합니다.
| 대상 질병 명 | 분류 코드 |
| --- | --- |
| 협심증 | I20 |
| 급성심근경색증 | I21 |
| 후속심근경색증 | I22 |
| 급성심근경색증 후 특정 현존 합병증 | I23 |
| 기타 급성 허혈심장질환 | I24 |
| 만성 허혈심장병 | I25 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "허혈심장질환" 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 질병의 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
심근경색증
피를 공급하는 혈관이 막혀 동맥으로 영양분을 공급받는 심장 부위가 괴사하는 것. 상당히 진행된 동맥경화증에 의해, 또는 동맥경화로 혈관이 좁아져 있는 상태에서 혈전이 생길 때 발생함
[Note] The 4.5 cm thick layer is not to be used in the experiment.
[별첨2] 표 12-1. 허혈심장질환 분류표
표12-2 | 급성심근경색증 분류표
약관에서 정한 "급성심근경색증"으로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제2020-175호, 2021. 1. 1 시행) 중 다음에 적은 대상질병을 말합니다.
| 대상 질병명 | 분류코드 |
| --- | --- |
| 급성 심근경색증 | I21 |
| 후속 심근경색증 | I22 |
| 급성 심근경색증 후 특정 현존 합병증 | I23 |

===== e32065 | contract=(간편)[소액암진단형]보험료납입보조특약(무배당, 갱신형) | jo=j07577 | jo_title=None =====
| 대상질병명 | 분류코드 |
| --- | --- |
| 만기발병 알츠하이머병에서의 치매(G30.1 †) | F00.1 |
| 알츠하이머병 1형(G30.1 †) | F00.1 |
| 알츠하이머형의 원발성 퇴행성 치매, 노년발병(G30.1 †) | F00.1 |
| 알츠하이머형의 노년성 치매(G30.1 †) | F00.1 |
| 비정형 또는 혼합형 알츠하이머병에서의 치매(G30.8 †) | F00.2 |
| 비정형치매, 알츠하이머형(G30.8 †) | F00.2 |
| 급성 발병의 혈관성 치매 | F01.0 |
| 다발-경색치매 | F01.1 |
| 주로 피질성 치매 | F01.1 |
| 피질하 혈관성 치매 | F01.2 |
| 혼합형 피질 및 피질하 혈관성 치매 | F01.3 |
| 만기발병을 수반한 알츠하이머병 | G30.1 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "본인일부부담금 산정특례 중증치매 II"의 해당 여부는 피 보험자가 진단 당시에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 상병에 해당되는지에 대한 판단은 진단 시점에 적용되고 있는 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 상병분류가 변경되더라도 다시 판단하지 않습니다.
[Note] The following tables are not available in the current version of the software. Please refer to the user manual for more information.
[별첨2] 표 108. 본인일부부담금 산정특례 중증치매 II 의 상병
표109 | 부정맥 분류표
약관에서 정한 "부정맥"으로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제 2020-175호, 2021. 1. 1 시행) 중 다음에 적은 대상질병을 말합니다.
| 대상 질병명 | 분류코드 |
| --- | --- |
| 발작성 빈맥 | I47 |
| 심방세동 및 조동 | I48 |
| 기타 심장부정맥 | I49 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "부정맥"의 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 질병의 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
3. 상기 외에도 대상질병 분류표의 분류코드와 연관성이 있어, 분류코드가 동시에 부여된 경우 대상질병 분류에 포함합니다.
The text in the image cannot be extracted.
[별첨2] 표 109. 부정맥 분류표
표110
뇌졸중 분류표
Here is a markdown table extracted from the image:
This table provides a clear and concise representation of the image, making it easy to understand the visual elements. The polar bear and the blue sphere with the white "S" are the main focus, while the bear's smile and the sphere's small blue dot add a touch of whimsy to the image.
약관에서 정한 "뇌졸중"으로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제 2020-175호, 2021. 1. 1 시행) 중 다음에 적은 대상질병을 말합니다.
| 대상 질병명 | 분류코드 |
| --- | --- |
| 거미막하출혈 | I60 |
| 뇌내출혈 | I61 |
| 기타 비외상성 두개내출혈 | I62 |
| 뇌경색증 | I63 |
| 뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착 | I65 |
| 뇌경색증을 유발하지 않는 대뇌동맥의 폐쇄 및 협착 | I66 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "뇌졸중"의 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 질병의 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
The following is a markdown table extracted from the provided image:
|  |  |
| --- | --- |
| 1310 |
[별첨2] 표 110. 뇌졸중 분류표
특정항암호르몬치료제
| 表111
해당 의약품명 및 성분명 분류표
• 아래 “특정항암호르몬치료제” 해당 의약품명 및 성분명은 2021년 8월 기준이며, 식품의약품안전처의 신규 허가 또는 허가 취소 시 해당내용이 변동될 수 있습니다. “특정항암호르몬치료제” 해당 여부는 투약 처방 시점을 기준으로 판단됩니다. 아래의 내용은 보험가입자의 이해를 돕기 위한 참고자료이므로, 처방된 항암제의 “특정항암호르몬치료제” 해당여부는 반드시 전문의료인의 자문을 통해 확인하시기 바랍니다.
• 식품의약품안전처 의약품통합정보시스템(https://nedrug.mfds.go.kr) 검색창에서 의약품명, 성분명을 검색하시면 어떤 암종에 해당 의약품이 허가되었는지 효능·효과의 내용을 통해 확인하실 수 있습니다.
의약품과 성분명
- 성분명은 "효능·효과를 발현시키는 물질의 명칭"을 의미하며, 동일 성분명을 가진 여러 의약품이 존재할 수 있습니다. 일반적으로 의약품명과 성분명을 병기하고 있으며, 괄호안의 명칭이 성분명을 의미합니다.
- 의약품명은 제약사마다 상품판매를 위해 명명한 상품명(Brand Name)을 의미합니다.
- 의료인 및 의료관계인의 도움을 받으시면 의약품명과 성분명을 보다 쉽게 확인하실 수 있습니다. “특정항암호르몬치료제” 해당여부는 전문의료인의 자문을 통해 확인하시기 바랍니다.
| 번호 | 성분명 (국문·영문) | 의약품명 (국문) |
| --- | --- | --- |
| 1 | 아비라테론 abiraterone | 자이티가정250밀리그램(아비라테론아세테이트(미분화)) |
|  | 아나스트로졸 anastrozole | 자이티가정500밀리그램(아비라테론아세테이트(미분화)) |
| 2 | 아나스트로졸 anastrozole | 에이덱스정(아나스트로졸) |
|  |  | 아리미덱스정(아나스트로졸) |
|  |  | 테바아나스트로졸정1밀리그램 |
|  |  | 아트로졸정(아나스트로졸) |
|  |  | 페미젯정1밀리그램(아나스트로졸) |
|  |  | 아나스토정(아나스트로졸) |
| 3 | 비칼루타미드 bicalutamide | 카소덱스정(비칼루타마이드) |
|  |  | 비카덱스정(비칼루타마이드)50밀리그램 |
|  |  | 비카루드정 |
|  |  | 칼루타미정150밀리그램(비칼루타미드) |
|  |  | 칼루타미정50밀리그램(비칼루타미드) |
|  |  | 비카소정(비칼루타미드) |
|  |  | 카덱스정(비칼루타미드) |
|  |  | 카소비트(비칼루타미드) |

===== e31896 | contract=(간편)[소액암진단형]보험료납입보조특약(무배당, 갱신형) | jo=j07556 | jo_title=None =====
표72
뇌전증 분류표
약관에서 정한 "뇌전증"으로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제2020-175호, 2021. 1. 1 시행) 중 다음에 적은 대상질병을 말합니다.
뇌전증 분류표
| 대상 질병명 | 분류코드 |
| --- | --- |
| 뇌전증뇌전증 지속상태 | G40G41 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "뇌전증" 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
The 2018–19 season was the 11th season in which the club has been in the Premier League, and the club has played 1,000 matches.
[별첨2] 표 72. 뇌전증 분류표
$$ \left\{\begin{array}{l}2 x+1=0\\3 x+1=0\end{array}\right. $$
표73
고혈압(원발성) 분류표
약관에서 정한 "고혈압(원발성)"으로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제2020-175호, 2021. 1. 1 시행) 중 다음에 적은 대상질병을 말합니다.
고혈압(원발성) 분류표
| 대상 질병명 | 분류코드 |
| --- | --- |
| 본태성(원발성) 고혈압 | I10 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "고혈압(원발성)" 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
[별첨2] 표 73. 고혈압(원발성) 분류표
표82 | 특정순환계질환(1종~3종) 분류표
약관에서 정한 "특정순환계질환(1종~3종)"로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제2020-175호, 2021. 1. 1시행) 중 다음에 적은 대상질병을 말합니다.
| 종구분 | 구 분 | 대 상 질 병 명 | 분 류 코 드 |
|------|------|------|------|
| 1종 | 급성 류마티스열 | 심장침범에 대한 언급이 없는 류마티스열 | I00 |
| | | 심장 침범이 있는 류마티스열 | I01 |
| | | 류마티스무도병 | I02 |
| | | 류마티스성 승모판질환 | I05 |
| | | 류마티스성 대동맥판질환 | I06 |
| | | 류마티스성 삼첨판질환 | I07 |
| | | 다발판막질환 | I08 |
| | | 기타 류마티스심장질환 | I09 |
| | | 급성 심장막염 | I30 |
| | | 심장막의 기타 질환 | I31 |
| | | 달리 분류된 질환에서의 심장막염 | I32 |
| | | 급성 및 아급성 심내막염 | I33 |
| | | 상세불명 판막의 심내막염 | I38 |
| | | 급성 심근염 | I40 |
| | | 달리 분류된 질환에서의 심근염 | I41 |
| | 중증 방실차단 | 방실차단 2도 | I44.1 |
| | | 완전방실차단 | I44.2 |
| | | 기타 및 상세불명의 심방실차단 | I44.3 |
| | 부정맥 | 발작성 빈맥 | I47 |
| | | 심방세동 및 조동 | I48 |
| | | 기타 심장부정맥 | I49 |
| | 특정 동맥혈관질환 | 기타 동맥류 및 박리 | I72 |
| | | 동맥색전증 및 혈전증 | I74 |
| | | 동맥 및 세동맥의 기타 장애 | I77 |
| | 문맥혈전증 | 문맥혈전증 | I81 |
| 2종 | 협심증 | 협심증 | I20 |
| | 경증 허혈성심장질환 | 기타 급성 허혈심장질환 | I24 |
| | | 만성 허혈심장병 | I25 |
| | 폐성심장병 및폐순환의 질환 | 폐색전증 | I26 |
| | | 기타 폐성 심장질환 | I27 |
| | | 폐혈관의 기타 질환 | I28 |
| | 심근병증 | 심근병증 | I42 |
| | | 달리 분류된 질환에서의 심근병증 | I43 |
| | 심부전 | 심부전 | I50 |
[별첨2] 표 82. 특정순환계질환(1종~3종) 분류표
| | | |
|---|---|---|
| 경증 뇌혈관질환 | 출혈 또는 경색증으로 명시되지 않은 뇌졸중 | I64 |
| | 뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착 | I65 |
| | 뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착 | I66 |
| | 기타 뇌혈관질환 | I67 |
| | 달리 분류된 질환에서의 뇌혈관장애 | I68 |
| | 뇌혈관질환의 후유증 | I69 |
| 대동맥동맥류 및 박리 | 대동맥동맥류 및 박리 | I71 |
| | 식도정맥류 | I85 |
| | 달리 분류된 질환에서의 출혈을 동반하지 않은 식도정맥류 | I98.2 |
| 식도정맥류 | 달리 분류된 질환에서의 출혈을 동반한 식도정맥류 | I98.3 |
| 인공소생에 성공한 심장정지 | 인공소생에 성공한 심장정지 | I46.0 |
| 뇌경색증 | 뇌경색증 | I63 |
| 급성심근경색증 | 급성 심근경색증 | I21 |
| | 후속심근경색증 | I22 |
| | 급성 심근경색증 후 특정 현존 합병증 | I23 |
| 3종 | 거미막하출혈 | I60 |
| 뇌출혈 | 뇌내출혈 | I61 |
| | 기타 비외상성 두개내출혈 | I62 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "특정순환계질환(1종~3종)" 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 질병의 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
In this paper, we study the existence of a new type of periodic solutions to the equation $f(x,y)=0$ in the case of $f(x,y)=x^2+y^2$. We show that such solutions are not periodic. Moreover, we prove that such solutions are periodic.
표83 | 특정순환계질환(2종~3종) 분류표
약관에서 정한 "특정순환계질환(2종~3종)"로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제2020-175호, 2021. 1. 1시행) 중 다음에 적은 대상질병을 말합니다.

===== e31901 | contract=(간편)[소액암진단형]보험료납입보조특약(무배당, 갱신형) | jo=j07557 | jo_title=None =====
| 종구분 | 구 분 | 대 상 질 병 명 | 분 류 코 드 |
|------|------|------|------|
| 2종 | 협심증 | 협심증 | I20 |
| | 경증 허혈성심장질환 | 기타 급성 허혈심장질환 | I24 |
| | | 만성 허혈심장병 | I25 |
| | 폐성심장병 및폐순환의 질환 | 폐색전증 | I26 |
| | | 기타 폐성 심장질환 | I27 |
| | | 폐혈관의 기타 질환 | I28 |
| | 심근병증 | 심근병증 | I42 |
| | | 달리 분류된 질환에서의 심근병증 | I43 |
| | 심부전 | 심부전 | I50 |
| | 경증 뇌혈관질환 | 출혈 또는 경색증으로 명시되지 않은 뇌졸중 | I64 |
| | | 뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착 | I65 |
| | | 뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착 | I66 |
| | | 기타 뇌혈관질환 | I67 |
| | | 달리 분류된 질환에서의 뇌혈관장애 | I68 |
| | | 뇌혈관질환의 후유증 | I69 |
| | 대동맥동맥류 및 박리 | 대동맥동맥류 및 박리 | I71 |
| | 식도정맥류 | 식도정맥류 | I85 |
| | | 달리 분류된 질환에서의 출혈을 동반하지 않은 식도정맥류 | I98.2 |
| | | 달리 분류된 질환에서의 출혈을 동반한 식도정맥류 | I98.3 |
| | 인공소생에 성공한 심장정지 | 인공소생에 성공한 심장정지 | I46.0 |
| | 뇌경색증 | 뇌경색증 | I63 |
| 3종 | 급성심근경색증 | 급성 심근경색증 | I21 |
| | | 후속심근경색증 | I22 |
| | | 급성 심근경색증 후 특정 현존 합병증 | I23 |
| | 뇌출혈 | 거미막하출혈 | I60 |
| | | 뇌내출혈 | I61 |
| | | 기타 비외상성 두개내출혈 | I62 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "특정순환계질환(2종~3종)" 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 질병의 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
[별첨2] 표 83. 특정순환계질환(2종~3종) 분류표
표84 | 특정순환계질환(3종) 분류표
약관에서 정한 "특정순환계질환(3종)"로 분류되는 질병은 제8차 개정 한국표준질병·사인분류(통계청 고시 제2020-175호, 2021. 1. 1시행) 중 다음에 적은 대상질병을 말합니다.
| 종구분 | 구 분 | 대 상 질 병 명 | 분 류 코 드 |
| --- | --- | --- | --- |
| 3종 | 급성심근경색증 | 급성 심근경색증 | I21 |
|  |  | 후속심근경색증 | I22 |
|  |  | 급성 심근경색증 후 특정 현존 합병증 | I23 |
|  | 뇌출혈 | 거미막하출혈 | I60 |
|  |  | 뇌내출혈 | I61 |
|  |  | 기타 비외상성 두개내출혈 | I62 |
주) 1. 제9차 개정 이후 이 약관에서 정한 "특정순환계질환(3종)" 해당 여부는 피보험자가 진단확정 받은 시점에 시행되고 있는 한국표준질병·사인분류에 따라 판단합니다.
2. 이 약관에서 정한 보장 여부의 판단은 질병의 진단 당시의 한국표준질병·사인분류를 기준으로 하며, 이후 한국표준질병·사인분류 개정으로 분류코드가 변경되더라도 이 약관에서 보장하는 분류코드의 해당 여부를 다시 판단하지 않습니다.
In this paper, we study the behavior of the system of differential equations (SDEs) in the context of the nonlinear Schrödinger equation (NLE). The NLE is a nonlinear differential equation that describes the dynamics of a system of coupled nonlinear oscillators. The SDEs are defined by the following equations:
$$ \ddot{x} + \lambda x = f(x) $$
$$ \ddot{y} + \lambda y = g(y) $$
$$ \ddot{z} + \lambda z = h(z) $$
where $f(x), g(y), h(z)$ are functions of $x, y,$ and $z$, respectively, and $\lambda$ is a parameter that controls the decay rate of the oscillators. The system of SDEs is solved using numerical methods, such as the Euler method, to approximate the solution of the NLE. The results of the numerical solutions are used to analyze the behavior of the system and to study the effects of the parameters $\lambda$ and $g(y)$. The paper also discusses the implications of the results, including the possibility of using the SDEs to model the dynamics of nonlinear systems.
[별첨2] 표 84. 특정순환계질환(3종) 분류표
표85
급여 특정NGS 유전자패널 검사 분류표
약관에서 정한 "급여 특정NGS 유전자패널 검사"라 함은 「건강보험 행위 급여·비급여 목록표 및 급여 상대가치점수(보건복지부 고시 제2023-28호, 2023.3.1. 시행)」에서 정한 분류번호 및 수가코드 중 다음에 적은 수가코드에 해당하는 의료행위를 말합니다.
| 수 가 코 드 | 급여 특정NGS 유전자패널 검사보장 코드명 |
| --- | --- |
| CB003 | 비유전성 유전자검사 Genetic Tests for Somatic Variants – (1) 고형암 Solid malignant tumor – (가) Level I |
| CB004 | 비유전성 유전자검사 Genetic Tests for Somatic Variants – (1) 고형암 Solid malignant tumor – (가) Level II |
| CB005 | 비유전성 유전자검사 Genetic Tests for Somatic Variants – (2) 혈액암 Hematologic malignancy – (가) Level I |
| CB006 | 비유전성 유전자검사 Genetic Tests for Somatic Variants – (2) 혈액암 Hematologic malignancy – (가) Level II |
주1) "급여 특정NGS 유전자패널 검사"는 「국민건강보험법」에서 정한 요양급여 또는 「의료급여법」에서 정한 의료급여의 절차를 거쳐 급여항목이 발생한 경우를 말합니다.
주2) 진료 당시의 「건강보험 행위 급여·비급여 목록표 및 급여 상대가치점수」에 따라 약관에서 보장하는 의료행위에 대한 보험금 지급여부가 판단된 경우, 이후 「건강보험 행위 급여·비급여 목록표 및 급여 상대가치점수」 개정으로 의료행위 분류가 변경되더라도 약관에서 보장하는 의료행위 해당 여부를 다시 판단하지 않습니다.
The following is a markdown table extracted from the provided image:
|  |  |
| --- | --- |
| 1310 |
[별첨2] 표 85. 급여 특정NGS 유전자패널 검사 분류표
표86
카티(CAR-T)항암약물치료제 해당
의약품명 및 성분명

===== e00179 | contract=주계약((간편)신한통합건강보장보험 원(ONE)(무배당, 해약환급금 미지급형)) | jo=j00010 | jo_title=None =====
| (무배당, 해약환급금 미지급형) |  | 지급하는 보험금의 50% 지급 |
| --- | --- | --- |
| (간편)표적항암약물허가치료특약(무배당, 갱신형) | 표적항암약물허가치료 급여금 | 가입 후 1년간 1년이후에지급하는 보험금의 50% 지급 |
| (간편)카티(CAR-T)항암약물허가치료특약(무배당, 갱신형) | 카티(CAR-T)항암약물허가치료 급여금 | 가입 후 1년간 1년이후에지급하는 보험금의 50% 지급 |
| (간편)항암호르몬약물허가치료특약(무배당, 갱신형) | 특정항암호르몬약물허가치료급여금 | 가입 후 1년간 1년이후에지급하는 보험금의 50% 지급 |
|  | 갑상선암수술후항암호르몬약물허가치료 급여금 | 가입 후 1년간 1년이후에지급하는 보험금의 50% 지급 |
| (간편)항암세기조절방사선치료특약(무배당, 갱신형) | 항암세기조절방사선치료급여금 | 가입 후 1년간 1년이후에지급하는 보험금의 50% 지급 |

| 상품명 | 담보명 | 감액 기간 및 보험금 지급비율 |
| --- | --- | --- |
| (간편)항암양성자방사선치료특약<br>(무배당, 갱신형) | 항암양성자방사선치료 급여금 | 가입 후 1년간 1년이후에<br>지급하는 보험금의 50% 지급 |
| (간편)암치료통합보장특약<br>(무배당, 갱신형) | (1점이상)암치료급여금<br>(2점이상)암치료급여금<br>(3점이상)암치료급여금<br>(4점이상)암치료급여금<br>(5점이상)암치료급여금 | 가입 후 1년간 1년이후에<br>지급하는 보험금의 50% 지급 |
| (간편)급여암특정재활치료특약<br>(무배당, 갱신형) | [기본물리]<br>급여암특정재활치료 급여금<br>[단순재활]<br>급여암특정재활치료 급여금<br>[전문재활]<br>급여암특정재활치료 급여금 | 간편심사형의 경우 가입 후<br>1년간 1년이후에 지급하는<br>보험금의 50% 지급 |
| (간편)급여암특정통증완화치료<br>특약(무배당, 갱신형) | 급여암특정통증완화<br>치료 급여금 | 간편심사형의 경우 가입 후<br>1년간 1년이후에 지급하는<br>보험금의 50% 지급 |
| (간편)암직접치료입원특약<br>(무배당, 해약환급금 미지급형) | 암직접치료입원급여금 | 간편심사형의 경우 가입 후<br>1년간 1년이후에 지급하는<br>보험금의 50% 지급 |
| (간편)요양병원암입원특약<br>(무배당, 해약환급금 미지급형) | 요양병원암입원급여금 | 간편심사형의 경우 가입 후<br>1년간 1년이후에 지급하는<br>보험금의 50% 지급 |
| (간편)암직접치료통원특약<br>(무배당, 해약환급금 미지급형) | 암직접치료통원급여금 | 가입 후 1년간 1년이후에<br>지급하는 보험금의 50% 지급 |
| (간편)암직접치료상급종합병원<br>통원특약<br>(무배당, 해약환급금 미지급형) | 암직접치료상급종합병원통원<br>급여금 | 가입 후 1년간 1년이후에<br>지급하는 보험금의 50% 지급 |
| (간편)급여뇌심장질환특정검사지<br>원특약(무배당, 갱신형) | 급여 뇌심장질환 검사급여금<br>급여 혈관조영술 검사급여금 | 가입 후 1년간 1년이후에<br>지급하는 보험금의 50% 지급 |
| (간편)부정맥진단특약<br>(무배당, 해약환급금 미지급형) | 부정맥진단급여금 | 가입 후 1년간 1년이후에<br>지급하는 보험금의 50% 지급 |
(1-18), 2-28日 8-8日, 30% 30%
$\begin{array}{l}\\\end{array}$
| | | |
|---|---|---|
| (간편)부정맥진단특약<br>(무배당, 갱신형) | 부정맥진단급여금 | 가입 후 1년간 1년이후에<br>지급하는 보험금의 50% 지급 |
| (간편)급성심근경색증진단특약<br>(무배당, 해약환급금 미지급형) | 급성심근경색증진단급여금 | 가입 후 1년간 1년이후에<br>지급하는 보험금의 50% 지급 |
| (간편)허혈심장질환진단특약<br>(무배당, 해약환급금 미지급형) | 허혈심장질환진단급여금 | [기본]의 경우 가입 후 1년간<br>1년 이후에 지급하는 보험금의<br>50% 지급 |
| (간편)뇌전증진단특약<br>(무배당, 해약환급금 미지급형) | 뇌전증진단급여금 | 가입 후 1년간 1년이후에<br>지급하는 보험금의 50% 지급 |
| (간편)뇌혈관질환진단특약<br>(무배당, 해약환급금 미지급형) | 뇌혈관질환진단급여금 | [기본]의 경우 가입 후 1년간<br>1년 이후에 지급하는 보험금의<br>50% 지급 |

| 상품명 | 담보명 | 감액 기간 및 보험금 지급비율 |
| --- | --- | --- |
| (간편)뇌졸중진단특약(무배당, 해약환급금 미지급형) | 뇌졸중진단급여금 | 가입 후 1년간 1년이후에 지급하는 보험금의 50% 지급 |
